income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,vacc_per_week,ab_model_infection,t_d3,R0_t3_in,max_Rt,max_Rt_omicron,vfr,vfr_time1,vfr_time2,scenario,name,strategy,mu_ab_d1,mu_ab_d2,k,hl_s,hl_l,period_s,period_l,dose_3_fold_increase,ab_50,ab_50_severe,scale_d2,scale_d3,std10
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,1,10,0.05,TRUE,180,8/1/2021,4,5,3.5,11/27/2021,12/31/2021,1,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,1,10,0.05,TRUE,180,8/1/2021,4,7.5,3.5,11/27/2021,12/31/2021,2,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,1,10,0.05,TRUE,180,10/1/2021,4,5,3.5,11/27/2021,12/31/2021,3,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,1,10,0.05,TRUE,180,10/1/2021,4,7.5,3.5,11/27/2021,12/31/2021,4,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,1,10,0.05,TRUE,180,3/1/2022,4,5,3.5,11/27/2021,12/31/2021,5,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,1,10,0.05,TRUE,180,3/1/2022,4,7.5,3.5,11/27/2021,12/31/2021,6,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,1,10,0.05,TRUE,180,3/2/2022,4,5,3.5,11/27/2021,12/31/2021,7,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,1,10,0.05,TRUE,180,3/2/2022,4,7.5,3.5,11/27/2021,12/31/2021,8,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,8/1/2021,4,5,3.5,11/27/2021,12/31/2021,9,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,8/1/2021,4,7.5,3.5,11/27/2021,12/31/2021,10,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,10/1/2021,4,5,3.5,11/27/2021,12/31/2021,11,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,10/1/2021,4,7.5,3.5,11/27/2021,12/31/2021,12,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,3/1/2022,4,5,3.5,11/27/2021,12/31/2021,13,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,3/1/2022,4,7.5,3.5,11/27/2021,12/31/2021,14,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,3/2/2022,4,5,3.5,11/27/2021,12/31/2021,15,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,3/2/2022,4,7.5,3.5,11/27/2021,12/31/2021,16,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,8/1/2021,4,5,3.5,11/27/2021,12/31/2021,17,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,8/1/2021,4,7.5,3.5,11/27/2021,12/31/2021,18,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,10/1/2021,4,5,3.5,11/27/2021,12/31/2021,19,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,10/1/2021,4,7.5,3.5,11/27/2021,12/31/2021,20,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,3/1/2022,4,5,3.5,11/27/2021,12/31/2021,21,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,3/1/2022,4,7.5,3.5,11/27/2021,12/31/2021,22,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,3/2/2022,4,5,3.5,11/27/2021,12/31/2021,23,rq3_hic_abmodel_omicron_zerocovid,realistic,0.08067533655747997,0.40591254059673637,2.9358014625972717,68.72656853174158,420.6254391973944,93.24922166091191,366.7003105076253,1.5817578505348298,0.11178779096903553,0.016143442220635115,0.9571848799773943,0.9727772153074404,0.44
